Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-24,84.85213321140449,86.3690447436039,83.96439734205318,86.23976135253906,17898300,0.0,0.0
2020-08-25,87.28265617542439,87.89459726304125,86.01569706153714,86.61901092529297,13648900,0.0,0.0
2020-08-26,86.13632056741243,86.42073607316802,85.36924761505279,85.40371704101562,12052400,0.0,0.0
2020-08-27,85.32616463436042,88.47202959509588,85.32616463436042,88.21346282958984,22163900,0.0,0.0
2020-08-28,88.89433754544655,88.98914490868742,87.74803511762529,88.575439453125,13756700,0.0,0.0
2020-08-31,88.01522066278525,88.06693137779533,86.20526672993236,86.35179138183594,14219400,0.0,0.0
2020-09-01,85.8002094634881,86.93789150101426,85.36064855164514,86.3087158203125,11595600,0.0,0.0
2020-09-02,86.14495241861852,87.86009932963023,85.80881955328233,87.61015319824219,14475700,0.0,0.0
2020-09-03,89.04949867858751,90.48883762727112,86.73965852818806,87.33435821533203,23281200,0.0,0.0
2020-09-04,89.67868029959756,90.67845839008824,87.3688399966508,89.22187805175781,26325500,0.0,0.0
2020-09-08,88.75646141714671,89.26496778239456,85.73987950965449,86.11910247802734,22108600,0.0,0.0
2020-09-09,86.8775501025625,87.64462316034533,85.80881363333344,86.93788146972656,13434000,0.0,0.0
2020-09-10,87.39470208436232,88.27381748284766,85.87779024955877,86.04154968261719,15922800,0.0,0.0
2020-09-11,86.16217015607897,87.3601831846407,85.83465145073508,87.11023712158203,13784300,0.0,0.0
2020-09-14,87.4894673792739,89.17013126266109,87.36880466844737,88.3168716430664,19017400,0.0,0.0
2020-09-15,88.54097321348534,88.6443946493801,85.44681926900144,85.5674819946289,23683000,0.0,0.0
2020-09-16,85.69678427799676,87.16197859862052,85.11932588139076,85.92948913574219,19270600,0.0,0.0
2020-09-17,85.06760030155499,85.61920327982462,84.21434047198578,84.94693756103516,18290100,0.0,0.0
2020-09-18,84.36948119563469,85.74848867359039,83.9816376028312,84.76594543457031,20121600,0.0,0.0
2020-09-21,82.05102086613992,82.78362455071593,80.86162814486731,82.14582824707031,28378800,0.0,0.0
2020-09-22,81.84415786316612,82.44747805808392,80.73233141421966,81.24945831298828,19257000,0.0,0.0
2020-09-23,81.68903852524079,82.18031018202036,79.8618559441931,79.93080139160156,19952700,0.0,0.0
2020-09-24,79.56880414684056,81.27533035826525,78.7586344067512,79.86184692382812,18366500,0.0,0.0
2020-09-25,79.33609837519175,80.77543715439134,79.1809596305362,80.55996704101562,13293100,0.0,0.0
2020-09-28,81.93036694553035,83.54208601928879,81.31843251447822,82.8784408569336,20894100,0.0,0.0
2020-09-29,82.76638449197722,82.76638449197722,81.30119025223998,82.18030548095703,12848200,0.0,0.0
2020-09-30,82.18030001466555,83.77477754023371,82.10273393006744,82.97322845458984,16400600,0.0,0.0
2020-10-01,83.70583673517301,84.26605380106365,82.76638356851345,83.57655334472656,15778700,0.0,0.0
2020-10-02,82.0941198909984,84.97279768415629,81.95621585089125,84.3694839477539,15149600,0.0,0.0
2020-10-05,85.52640437083966,86.33539117324356,84.83919995704345,86.15271759033203,13871900,0.9,0.0
2020-10-06,87.04871009516987,87.73591466077771,84.8218240553781,85.26545715332031,19220400,0.0,0.0
2020-10-07,86.08314267010483,87.29227279214865,85.83087720510122,86.7529525756836,16358500,0.0,0.0
2020-10-08,87.43145155717716,88.6579762533266,86.90082537390921,88.53619384765625,15659000,0.0,0.0
2020-10-09,88.72755943954405,88.82324655418478,87.08349048674275,88.03165435791016,13689100,0.0,0.0
2020-10-12,87.94468085670977,89.59745069194823,87.72721131619534,89.11032104492188,16058000,0.0,0.0
2020-10-13,89.59745139762212,89.78882565664509,87.21398707307183,87.66632080078125,21697300,0.0,0.0
2020-10-14,87.88378309494055,88.66667470971969,87.07479619910933,87.17918395996094,15204100,0.0,0.0
2020-10-15,86.20492558739274,88.53619935569859,86.15273502075665,88.4840087890625,17171200,0.0,0.0
2020-10-16,88.21433645912036,89.01462267434944,87.61411847937713,88.30132293701172,13275000,0.0,0.0
2020-10-19,88.37961947495636,88.61449029400256,86.6050672372534,86.8138427734375,11725700,0.0,0.0
2020-10-20,87.25749516889135,88.52751676355386,87.09222279530223,87.3096923828125,11257100,0.0,0.0
2020-10-21,87.30098168624312,87.84900259445894,86.40500815075697,86.43980407714844,10730500,0.0,0.0
2020-10-22,86.3963006794505,89.80622155649158,86.38760003937942,89.4930648803711,14837200,0.0,0.0
2020-10-23,90.03238762940059,90.8587692090227,89.53655735429862,90.30204772949219,15087600,0.0,0.0
2020-10-26,89.29299099953676,89.33648092386936,87.20528216891242,88.06645965576172,12410700,0.0,0.0
2020-10-27,87.43144754823213,87.78809410944406,86.25711346931796,86.40499114990234,10391700,0.0,0.0
2020-10-28,84.8131171766404,85.50902233120866,83.56919119258394,83.97803497314453,16389500,0.0,0.0
2020-10-29,83.61270898938416,85.23068324354045,82.84721179760994,84.52607727050781,14208800,0.0,0.0
2020-10-30,85.16978564434775,85.6134187890968,83.70838986738454,85.28286743164062,15194500,0.0,0.0
2020-11-02,86.45718838231397,87.7533049613285,85.12627588106933,87.20528411865234,15011600,0.0,0.0
2020-11-03,89.61485818373262,91.11104989885371,89.32780339294585,89.95411682128906,17482600,0.0,0.0
2020-11-04,87.85769272801882,88.78846207858258,86.0570452316331,87.20528411865234,18886500,0.0,0.0
2020-11-05,87.90987467635627,91.42418283741135,87.85768411644847,90.77177429199219,17837400,0.0,0.0
2020-11-06,91.36332342238012,91.42421464233655,89.06684507453042,89.56267547607422,12552800,0.0,0.0
2020-11-09,98.43541637016152,103.42851518068395,95.99105421277005,101.68875885009766,47792400,0.0,0.0
2020-11-10,102.0801928536013,102.16717933554487,99.76632057801515,101.35819244384766,20539300,0.0,0.0
2020-11-11,101.68005553295495,101.74094673745647,99.13131231028854,99.84461212158203,14443400,0.0,0.0
2020-11-12,97.88739424796726,99.13132035803498,97.47855042599029,98.61809539794922,22063000,0.0,0.0
2020-11-13,99.7750380704449,99.91422178363695,98.79207798344375,99.2357177734375,11847900,0.0,0.0
2020-11-16,102.46295109424283,103.17625093272676,100.67100417633915,102.03671264648438,19858600,0.0,0.0
2020-11-17,100.37525062471374,101.28862544085366,99.67065136672512,101.0015640258789,14553200,0.0,0.0
2020-11-18,102.0714982514514,103.17624721106912,100.20995955385668,100.25345611572266,12571200,0.0,0.0
2020-11-19,99.32268760552971,100.74928724308398,98.78336076239826,100.52311706542969,10202500,0.0,0.0
2020-11-20,99.54014387548318,100.60139614073867,99.24438189233592,99.66192626953125,12718900,0.0,0.0
2020-11-23,100.94934638563736,102.79348353163442,100.53180201794142,102.53252410888672,13209200,0.0,0.0
2020-11-24,104.44627981943259,107.42996244261636,104.13312312267641,107.27338409423828,20121600,0.0,0.0
2020-11-25,105.57711372896166,106.45568588436065,104.79422206459914,106.15122985839844,11715600,0.0,0.0
2020-11-27,106.12514397162032,106.42960002453792,105.3248575934814,105.44664001464844,5983600,0.0,0.0
2020-11-30,104.38537323098589,105.01168653223473,102.44554212498701,102.54122924804688,14411800,0.0,0.0
2020-12-01,104.68113577968693,105.75978948874138,104.06352307545806,104.15921020507812,12668900,0.0,0.0
2020-12-02,104.12442406705259,106.3948068347733,103.75037615338016,106.15994262695312,10811300,0.0,0.0
2020-12-03,105.99467662241776,106.0294725531442,104.6985597269228,105.46405029296875,12904400,0.0,0.0
2020-12-04,106.54266457985105,107.2472636640318,105.85546013623653,106.4208755493164,13583700,0.0,0.0
2020-12-07,105.38573700398207,106.27300977837143,104.56804943629369,106.02074432373047,9724300,0.0,0.0
2020-12-08,105.29004750830326,106.41219106955802,105.04648269872425,106.12512969970703,9592100,0.0,0.0
2020-12-09,107.14289700918273,107.25598542338216,104.76813322401144,105.29875946044922,13073900,0.0,0.0
2020-12-10,104.3766820561121,105.06388662192644,104.00263416931807,104.62024688720703,13668400,0.0,0.0
2020-12-11,103.46331192181889,104.40277530391498,102.96748162914682,104.00263214111328,9981600,0.0,0.0
2020-12-14,105.55100937498679,105.62060121835684,102.74130672451636,102.90658569335938,12112400,0.0,0.0
2020-12-15,103.76778373251331,105.1682883335861,103.18496686133624,104.66375732421875,12590200,0.0,0.0
2020-12-16,104.64633478540354,105.324838620149,104.26358630974488,104.96818542480469,11169400,0.0,0.0
2020-12-17,105.48142976191531,105.6467021028792,104.02003415686403,104.09832000732422,11618000,0.0,0.0
2020-12-18,103.63728883518677,104.28099684876568,102.88049240748121,103.58509826660156,28954800,0.0,0.0
2020-12-21,107.14289175759707,108.73477038888484,105.33354358553154,107.47344970703125,28323600,0.0,0.0
2020-12-22,107.33428069631803,107.44736248379785,105.7858984160586,105.83808898925781,11788200,0.0,0.0
2020-12-23,106.80364013027946,110.05698261196557,106.42959225353646,108.79566192626953,14973200,0.0,0.0
2020-12-24,108.81305286736348,109.21320265024592,107.49084102051494,108.31722259521484,4164900,0.0,0.0
2020-12-28,109.44807730236062,110.17007781727645,108.55210379821779,109.03053283691406,8072600,0.0,0.0
2020-12-29,109.77861972242164,109.84821156711917,108.63908147123496,108.74346923828125,8389200,0.0,0.0
2020-12-30,109.16100962928545,109.47416630122832,108.6477846948836,109.04792785644531,7398000,0.0,0.0
2020-12-31,108.81306151224103,110.76159347044037,108.57819731694019,110.5354232788086,8580200,0.0,0.0
2021-01-04,110.90945311480465,111.22260974864848,108.54338371982595,109.4915542602539,16819900,0.0,0.0
2021-01-05,109.50909145634377,110.65684311960928,108.44019612441132,110.08734893798828,13731200,0.9,0.0
2021-01-06,113.7934122794916,116.32546401702017,112.04112028551481,115.2565689086914,24909100,0.0,0.0
2021-01-07,118.88382749578908,121.07418465837969,118.209193746425,119.0415267944336,21940400,0.0,0.0
2021-01-08,119.12914855621332,119.46208712891493,117.50827887939481,119.17295837402344,12035100,0.0,0.0
2021-01-11,117.91132095065234,121.08295418215074,117.49953269067673,120.9515380859375,15937900,0.0,0.0
2021-01-12,122.16936991239761,124.11440824852373,121.63492220077954,122.8527603149414,18033500,0.0,0.0
2021-01-13,121.42463950859653,123.35215118634441,120.99533805002184,122.96665954589844,14816800,0.0,0.0
2021-01-14,123.08931836832365,125.06939646986609,122.66000354312611,123.68508911132812,18565600,0.0,0.0
2021-01-15,120.40829096225505,124.10561441363757,120.04031261382214,121.46842956542969,27881000,0.0,0.0
2021-01-19,122.53733537333353,123.27329213380317,120.75000990235321,120.9427490234375,19843800,0.0,0.0
2021-01-20,120.75000462600255,121.05664657835982,118.6647805269104,119.12913513183594,16028800,0.0,0.0
2021-01-21,118.88380859628445,119.29559674689797,117.68349734004512,118.13032531738281,13411700,0.0,0.0
2021-01-22,116.25537490900894,117.75357141246513,115.82606018094253,117.21912384033203,12933200,0.0,0.0
2021-01-25,115.77350804444507,116.67593405104029,113.95112943212206,115.7559814453125,14212800,0.0,0.0
2021-01-26,116.30796826408489,116.67594667240628,115.07260358472624,115.28288269042969,11307800,0.0,0.0
2021-01-27,113.53934392868003,113.76714961614327,111.57678589919365,112.02362060546875,17603900,0.0,0.0
2021-01-28,113.81093822166869,115.79978601346961,113.01365847710417,113.99493408203125,13761800,0.0,0.0
2021-01-29,114.94117520869825,115.40552981970428,112.3127468284175,112.73329162597656,14808100,0.0,0.0
2021-02-01,113.37289079473581,113.9599183276297,112.56684089628966,113.56564331054688,11080700,0.0,0.0
